date,East Midlands,East of England,England,London,North East,North West,Northern Ireland,Scotland,South East,South West,Wales,West Midlands,Yorkshire and The Humber
2005-04-01,133495.0,172440.0,152323.0,251973.0,109350.0,114572.0,109781.0,98866.0,199492.0,170941.0,117494.0,125147.0,115003.0
2005-05-01,135007.0,175216.0,153954.0,252313.0,110702.0,117039.0,109781.0,99902.0,200349.0,171771.0,119816.0,125673.0,117647.0
2005-06-01,134528.0,176173.0,154903.0,252542.0,112222.0,118703.0,109781.0,103919.0,200722.0,172333.0,120702.0,126927.0,118928.0
2005-07-01,136194.0,177374.0,156496.0,254654.0,114780.0,120041.0,116767.0,105856.0,201847.0,174673.0,123592.0,128389.0,120427.0
2005-08-01,137235.0,177064.0,157142.0,254761.0,116433.0,121222.0,116767.0,105951.0,202466.0,174072.0,124865.0,129558.0,121469.0
2005-09-01,136141.0,177457.0,156885.0,253631.0,114720.0,121247.0,116767.0,106034.0,202698.0,174544.0,124329.0,130034.0,121697.0
2005-10-01,137315.0,176487.0,156384.0,250828.0,115091.0,120898.0,120825.0,105467.0,200825.0,174580.0,124521.0,130025.0,121868.0
2005-11-01,137311.0,176303.0,157012.0,253251.0,116604.0,121267.0,120825.0,104885.0,202090.0,174479.0,123873.0,130120.0,121981.0
2005-12-01,137021.0,177602.0,157901.0,255195.0,116455.0,123353.0,120825.0,106541.0,202298.0,175463.0,122782.0,130893.0,122753.0
2006-01-01,135237.0,177088.0,157240.0,256767.0,116408.0,121111.0,124258.0,105257.0,202770.0,174840.0,123010.0,130739.0,122401.0
2006-02-01,135594.0,177314.0,157572.0,255985.0,114596.0,122474.0,124258.0,103309.0,203401.0,174072.0,125191.0,130769.0,123300.0
2006-03-01,136176.0,178701.0,158616.0,258410.0,117115.0,122037.0,124258.0,107282.0,204255.0,177272.0,126482.0,130596.0,123869.0
2006-04-01,140034.0,181493.0,161569.0,262793.0,119413.0,126371.0,136198.0,111829.0,206834.0,178748.0,126895.0,131383.0,126934.0
2006-05-01,139736.0,183080.0,163051.0,265059.0,119935.0,126866.0,136198.0,114395.0,210031.0,180567.0,127866.0,132879.0,127236.0
2006-06-01,140998.0,183356.0,164498.0,269156.0,122127.0,128805.0,136198.0,115914.0,211136.0,182781.0,131176.0,134023.0,128530.0
2006-07-01,143553.0,187016.0,166323.0,271795.0,123262.0,129938.0,151918.0,118077.0,213316.0,184611.0,131002.0,134693.0,130231.0
2006-08-01,144201.0,188674.0,167681.0,274815.0,122958.0,130349.0,151918.0,119737.0,214624.0,186791.0,132775.0,135288.0,131670.0
2006-09-01,142806.0,188742.0,168315.0,275712.0,124534.0,131529.0,151918.0,121628.0,216474.0,187122.0,132730.0,135749.0,131823.0
2006-10-01,144280.0,190015.0,168931.0,277396.0,124685.0,131326.0,170193.0,118828.0,216253.0,189077.0,132371.0,136600.0,132379.0
2006-11-01,144542.0,190676.0,169678.0,277074.0,123726.0,132398.0,170193.0,120670.0,218140.0,190479.0,134030.0,137004.0,132983.0
2006-12-01,146212.0,192829.0,171862.0,283155.0,126812.0,133849.0,170193.0,122894.0,221044.0,191663.0,134947.0,137888.0,134718.0
2007-01-01,145749.0,192919.0,171666.0,286542.0,125367.0,132851.0,188278.0,121923.0,222209.0,190711.0,132332.0,138400.0,133490.0
2007-02-01,146373.0,193326.0,172207.0,289884.0,124105.0,133656.0,188278.0,119596.0,221538.0,192027.0,135831.0,138572.0,133735.0
2007-03-01,146938.0,194938.0,173449.0,292774.0,125000.0,133923.0,188278.0,124226.0,223253.0,194805.0,133935.0,138521.0,134329.0
2007-04-01,148340.0,197352.0,176281.0,298476.0,127769.0,136370.0,205123.0,130471.0,227249.0,195621.0,137146.0,139436.0,137552.0
2007-05-01,148733.0,199249.0,178266.0,302673.0,128335.0,137517.0,205123.0,133535.0,231796.0,198711.0,138195.0,140171.0,139157.0
2007-06-01,150425.0,202727.0,180161.0,306133.0,130236.0,139534.0,205123.0,136549.0,233432.0,200185.0,139568.0,141128.0,140595.0
2007-07-01,152049.0,204615.0,182558.0,316556.0,131888.0,139945.0,212617.0,136470.0,237575.0,202786.0,139419.0,141759.0,140885.0
2007-08-01,153128.0,206015.0,183472.0,318654.0,131069.0,140995.0,212617.0,137886.0,237788.0,204036.0,142328.0,143106.0,141079.0
2007-09-01,153623.0,206877.0,183883.0,319468.0,130853.0,140601.0,212617.0,136930.0,240100.0,205256.0,141237.0,143516.0,140589.0
2007-10-01,151721.0,206703.0,183823.0,319623.0,130512.0,140841.0,202774.0,134287.0,240647.0,204266.0,141862.0,143623.0,141405.0
2007-11-01,152106.0,207394.0,183636.0,318648.0,131350.0,140288.0,202774.0,136189.0,240470.0,204249.0,140616.0,142887.0,141108.0
2007-12-01,151415.0,207181.0,183515.0,319019.0,131043.0,141847.0,202774.0,134469.0,238888.0,201864.0,139530.0,143434.0,141361.0
2008-01-01,147391.0,205481.0,181037.0,319663.0,128120.0,137996.0,187721.0,133172.0,237074.0,200690.0,138585.0,142875.0,138573.0
2008-02-01,147361.0,203657.0,179448.0,316563.0,127750.0,136639.0,187721.0,132325.0,233574.0,196630.0,136949.0,142262.0,138126.0
2008-03-01,146597.0,201237.0,178118.0,314319.0,126370.0,134901.0,187721.0,132653.0,234248.0,195161.0,133982.0,140181.0,136655.0
2008-04-01,146797.0,199998.0,178550.0,315113.0,128633.0,137179.0,175875.0,134077.0,232605.0,196078.0,134268.0,139123.0,137633.0
2008-05-01,146487.0,201866.0,179175.0,315988.0,129699.0,136500.0,175875.0,140152.0,233826.0,196350.0,135162.0,138982.0,138264.0
2008-06-01,145927.0,198801.0,176883.0,310568.0,128164.0,135994.0,175875.0,136219.0,230941.0,192614.0,134336.0,138775.0,135510.0
2008-07-01,145373.0,198177.0,175462.0,310740.0,125176.0,133855.0,159059.0,134444.0,229526.0,191188.0,130572.0,137686.0,135285.0
2008-08-01,140774.0,191127.0,171355.0,301598.0,124456.0,132385.0,159059.0,132590.0,222187.0,187519.0,132238.0,135006.0,133046.0
2008-09-01,137306.0,186404.0,167330.0,295994.0,120085.0,128319.0,159059.0,127429.0,216790.0,184041.0,125576.0,132708.0,129538.0
2008-10-01,134959.0,181730.0,163571.0,285837.0,117742.0,126997.0,145525.0,128794.0,210598.0,179934.0,126870.0,130995.0,127444.0
2008-11-01,129901.0,176595.0,158831.0,276896.0,117208.0,123649.0,145525.0,124927.0,204620.0,173457.0,124325.0,128777.0,123614.0
2008-12-01,129828.0,174953.0,156533.0,271793.0,113793.0,122404.0,145525.0,121026.0,201861.0,169172.0,122526.0,125687.0,122391.0
2009-01-01,126834.0,173660.0,153585.0,270949.0,112313.0,118624.0,132669.0,119792.0,196036.0,167438.0,118377.0,122751.0,118176.0
2009-02-01,125062.0,169793.0,151964.0,267474.0,110903.0,118127.0,132669.0,116433.0,193166.0,167215.0,117437.0,121338.0,118368.0
2009-03-01,125099.0,166473.0,150438.0,264709.0,110769.0,116002.0,132669.0,120988.0,192598.0,165684.0,116562.0,120672.0,116556.0
2009-04-01,125539.0,169102.0,151724.0,262661.0,111896.0,118897.0,133898.0,122189.0,194568.0,165385.0,118693.0,119944.0,119069.0
2009-05-01,125063.0,172064.0,153648.0,267629.0,113090.0,119324.0,133898.0,125773.0,198240.0,168112.0,120582.0,119488.0,119722.0
2009-06-01,128177.0,171951.0,155344.0,271488.0,114312.0,119914.0,133898.0,127072.0,200821.0,171781.0,119254.0,119403.0,120600.0
2009-07-01,129273.0,176546.0,158306.0,278122.0,114434.0,121746.0,134254.0,128109.0,204085.0,173667.0,121462.0,121044.0,124390.0
2009-08-01,131288.0,178649.0,160128.0,280566.0,116065.0,122580.0,134254.0,127658.0,208289.0,175509.0,121924.0,122832.0,124504.0
2009-09-01,131430.0,180764.0,161649.0,286374.0,117057.0,123166.0,134254.0,126761.0,211006.0,178055.0,122364.0,125412.0,124268.0
2009-10-01,133220.0,181000.0,162688.0,287743.0,116499.0,123974.0,134376.0,127904.0,212096.0,178549.0,123750.0,126848.0,126133.0
2009-11-01,133403.0,182568.0,163163.0,285663.0,117441.0,124385.0,134376.0,129125.0,213753.0,179440.0,124162.0,127466.0,126339.0
2009-12-01,135375.0,183414.0,164408.0,289176.0,118460.0,126336.0,134376.0,128022.0,213276.0,180306.0,125911.0,128391.0,127198.0
2010-01-01,131404.0,185910.0,164711.0,299459.0,113483.0,121963.0,128422.0,124112.0,219580.0,181839.0,120944.0,127524.0,124977.0
2010-02-01,134427.0,186038.0,165457.0,298420.0,115410.0,123852.0,128422.0,121755.0,218979.0,182535.0,121157.0,127346.0,124940.0
2010-03-01,132747.0,186186.0,165002.0,300260.0,116475.0,122184.0,128422.0,124038.0,218300.0,181922.0,123732.0,126759.0,124909.0
2010-04-01,134281.0,189108.0,166919.0,301876.0,116764.0,124848.0,127299.0,128143.0,219916.0,183875.0,124745.0,128064.0,126501.0
2010-05-01,136505.0,189953.0,167823.0,301641.0,116251.0,124971.0,127299.0,127965.0,222097.0,185803.0,125442.0,128661.0,126860.0
2010-06-01,136874.0,189548.0,168675.0,304616.0,116958.0,125368.0,127299.0,129189.0,223722.0,186550.0,124868.0,129596.0,127437.0
2010-07-01,137673.0,192765.0,170434.0,313428.0,116700.0,124676.0,125074.0,130339.0,226247.0,187835.0,126912.0,130320.0,129214.0
2010-08-01,138671.0,192039.0,170706.0,311152.0,119375.0,126322.0,125074.0,128781.0,225813.0,189327.0,125413.0,131116.0,128851.0
2010-09-01,136820.0,192988.0,170162.0,310560.0,115637.0,125008.0,125074.0,128715.0,226281.0,188980.0,126090.0,131281.0,127519.0
2010-10-01,135867.0,189904.0,168152.0,306318.0,118073.0,123923.0,117835.0,128708.0,222967.0,187399.0,126064.0,130453.0,125240.0
2010-11-01,134748.0,189238.0,166452.0,302206.0,113784.0,122092.0,117835.0,126552.0,221473.0,185013.0,120670.0,129732.0,123818.0
2010-12-01,133946.0,188378.0,166202.0,305486.0,113238.0,122231.0,117835.0,124867.0,220306.0,183123.0,122109.0,128574.0,124887.0
2011-01-01,131361.0,187409.0,164697.0,308301.0,110800.0,120876.0,112639.0,124856.0,218315.0,182406.0,120980.0,127333.0,121396.0
2011-02-01,132133.0,185272.0,164101.0,305350.0,110514.0,120001.0,112639.0,121170.0,218828.0,181130.0,121161.0,125930.0,123137.0
2011-03-01,131333.0,186529.0,163378.0,307347.0,109475.0,118899.0,112639.0,121416.0,217406.0,181050.0,118483.0,124312.0,120256.0
2011-04-01,132018.0,187388.0,165687.0,314735.0,113001.0,120511.0,110858.0,124954.0,219824.0,181691.0,122354.0,124349.0,124045.0
2011-05-01,132368.0,187664.0,164910.0,304810.0,113513.0,119816.0,110858.0,124938.0,220226.0,180882.0,121278.0,124491.0,123973.0
2011-06-01,132685.0,187093.0,165071.0,306078.0,113222.0,119566.0,110858.0,126264.0,220815.0,182891.0,121453.0,125217.0,122632.0
2011-07-01,134868.0,189751.0,167266.0,316716.0,111277.0,121233.0,108933.0,128400.0,223680.0,184599.0,121731.0,125441.0,123457.0
2011-08-01,135410.0,190567.0,167428.0,315709.0,110658.0,122225.0,108933.0,127523.0,222006.0,185275.0,122518.0,125914.0,124601.0
2011-09-01,133771.0,188774.0,166907.0,316197.0,110918.0,121416.0,108933.0,126976.0,222908.0,182896.0,124054.0,126087.0,123816.0
2011-10-01,132402.0,188720.0,165385.0,312887.0,109974.0,120674.0,105870.0,124255.0,219955.0,183152.0,120911.0,125119.0,121648.0
2011-11-01,132729.0,189577.0,165412.0,311570.0,110721.0,118507.0,105870.0,123373.0,221389.0,182349.0,123484.0,125054.0,122217.0
2011-12-01,133580.0,188765.0,165046.0,312906.0,109112.0,119152.0,105870.0,121178.0,221026.0,180895.0,120627.0,124518.0,121997.0
2012-01-01,131314.0,189852.0,164449.0,315128.0,106921.0,117050.0,99094.0,120989.0,219302.0,183323.0,120342.0,124765.0,119314.0
2012-02-01,131057.0,188281.0,164432.0,313010.0,107716.0,118474.0,99094.0,117292.0,220135.0,183044.0,119610.0,124068.0,120390.0
2012-03-01,131946.0,187072.0,164584.0,310866.0,110337.0,118948.0,99094.0,120685.0,220747.0,181525.0,119522.0,124352.0,121015.0
2012-04-01,133308.0,190794.0,166680.0,320165.0,109778.0,119380.0,99355.0,120417.0,224907.0,184271.0,121352.0,124592.0,120521.0
2012-05-01,133126.0,191630.0,167136.0,325535.0,109371.0,118612.0,99355.0,121688.0,225195.0,183733.0,121528.0,124611.0,122024.0
2012-06-01,134289.0,191456.0,168713.0,328471.0,111115.0,120801.0,99355.0,123523.0,226072.0,185129.0,123077.0,125441.0,123282.0
2012-07-01,135757.0,194079.0,169714.0,330760.0,110824.0,120075.0,96609.0,122685.0,228480.0,186786.0,122468.0,125980.0,123459.0
2012-08-01,134611.0,194117.0,170066.0,331918.0,113295.0,121104.0,96609.0,121958.0,229580.0,185340.0,122012.0,126814.0,124037.0
2012-09-01,134099.0,192957.0,169532.0,330232.0,111825.0,120949.0,96609.0,121080.0,230180.0,184995.0,121152.0,126616.0,122905.0
2012-10-01,134228.0,193648.0,168445.0,332172.0,110557.0,118182.0,94301.0,119920.0,226623.0,185136.0,120138.0,126446.0,121624.0
2012-11-01,134340.0,192932.0,168681.0,330308.0,110483.0,119974.0,94301.0,118524.0,226257.0,184755.0,121625.0,126136.0,122630.0
2012-12-01,133825.0,191994.0,168440.0,335880.0,108670.0,118987.0,94301.0,117574.0,227569.0,181353.0,120386.0,126211.0,122079.0
2013-01-01,132438.0,192142.0,166938.0,333332.0,107464.0,115931.0,92202.0,117973.0,226909.0,183206.0,120804.0,125901.0,118140.0
2013-02-01,132498.0,190370.0,167304.0,335672.0,105972.0,118279.0,92202.0,115650.0,225549.0,182642.0,119021.0,125925.0,120571.0
2013-03-01,133425.0,194147.0,168234.0,334322.0,108955.0,118157.0,92202.0,116783.0,226994.0,183856.0,120226.0,125522.0,120177.0
2013-04-01,134150.0,194595.0,169850.0,343563.0,109114.0,118665.0,93906.0,118758.0,229580.0,186599.0,119939.0,125823.0,120459.0
2013-05-01,135785.0,193843.0,170531.0,345065.0,109606.0,119195.0,93906.0,120633.0,230065.0,186128.0,121804.0,126106.0,122386.0
2013-06-01,136126.0,196002.0,171916.0,347414.0,109413.0,120605.0,93906.0,122327.0,232729.0,186532.0,122504.0,126956.0,123042.0
2013-07-01,137251.0,199137.0,173979.0,356482.0,112174.0,120710.0,95738.0,123580.0,235515.0,188269.0,121672.0,128253.0,123746.0
2013-08-01,138691.0,200041.0,175271.0,359430.0,113740.0,122403.0,95738.0,124889.0,236276.0,189653.0,123888.0,129455.0,124181.0
2013-09-01,138231.0,199877.0,175686.0,364517.0,112720.0,122287.0,95738.0,122961.0,236916.0,191153.0,123171.0,129647.0,125379.0
2013-10-01,139089.0,201547.0,175003.0,364036.0,106785.0,120126.0,96414.0,122611.0,237086.0,190381.0,121282.0,130231.0,123271.0
2013-11-01,138201.0,200471.0,175855.0,368002.0,110180.0,121021.0,96414.0,123781.0,239013.0,190595.0,123119.0,130476.0,124027.0
2013-12-01,140532.0,205065.0,178011.0,376865.0,110007.0,122233.0,96414.0,122231.0,240777.0,191692.0,121748.0,131046.0,125434.0
2014-01-01,139876.0,203602.0,177748.0,380935.0,108358.0,120781.0,98014.0,122220.0,242778.0,191343.0,124609.0,131217.0,123797.0
2014-02-01,141302.0,205151.0,178769.0,383125.0,108598.0,122252.0,98014.0,120322.0,243134.0,192051.0,125315.0,130825.0,125717.0
2014-03-01,141019.0,206108.0,179421.0,386898.0,110048.0,121034.0,98014.0,121877.0,245206.0,193627.0,123531.0,131168.0,124055.0
2014-04-01,143784.0,210280.0,183399.0,401818.0,111939.0,124342.0,101289.0,124711.0,248969.0,196976.0,125605.0,131969.0,127562.0
2014-05-01,144447.0,213895.0,185212.0,409706.0,112221.0,124825.0,101289.0,126714.0,253291.0,196985.0,128324.0,133235.0,128358.0
2014-06-01,145839.0,215704.0,186892.0,414499.0,114685.0,126439.0,101289.0,128414.0,255353.0,197646.0,127844.0,134533.0,128390.0
2014-07-01,146999.0,219457.0,189606.0,426870.0,114743.0,127145.0,103263.0,130067.0,259645.0,201750.0,128366.0,135153.0,129943.0
2014-08-01,149286.0,221782.0,192042.0,433311.0,114790.0,128635.0,103263.0,130465.0,263224.0,204353.0,129444.0,136900.0,131536.0
2014-09-01,149507.0,223836.0,192263.0,432150.0,113770.0,128468.0,103263.0,129726.0,265157.0,205994.0,130873.0,137474.0,129715.0
2014-10-01,148455.0,224885.0,191952.0,430684.0,112226.0,127847.0,104809.0,129927.0,265506.0,204759.0,129368.0,138384.0,130492.0
2014-11-01,148299.0,223944.0,191380.0,429081.0,112377.0,127364.0,104809.0,128308.0,264953.0,203453.0,129622.0,138237.0,130165.0
2014-12-01,148199.0,224758.0,191986.0,431324.0,112396.0,127201.0,104809.0,127668.0,266210.0,204203.0,129628.0,138583.0,131019.0
2015-01-01,147972.0,225847.0,191523.0,431270.0,110842.0,126599.0,104989.0,129869.0,266846.0,205460.0,128912.0,137916.0,128167.0
2015-02-01,148493.0,226943.0,192060.0,433331.0,112138.0,127622.0,104989.0,127575.0,266564.0,202730.0,128403.0,137888.0,128943.0
2015-03-01,148992.0,227055.0,191999.0,433259.0,111241.0,125873.0,104989.0,134523.0,267089.0,204718.0,128044.0,137527.0,129645.0
2015-04-01,149909.0,229445.0,194432.0,439403.0,115045.0,127729.0,108206.0,128978.0,270576.0,207065.0,129756.0,138329.0,130300.0
2015-05-01,151863.0,232551.0,196630.0,445154.0,114110.0,129973.0,108206.0,130564.0,273192.0,207988.0,130243.0,138803.0,133330.0
2015-06-01,153067.0,233631.0,198149.0,449070.0,115977.0,129481.0,108206.0,131762.0,277300.0,210000.0,131119.0,140121.0,133535.0
2015-07-01,155205.0,239245.0,201590.0,462097.0,116059.0,131688.0,111401.0,133810.0,281987.0,212376.0,131815.0,141409.0,136228.0
2015-08-01,157157.0,241945.0,203703.0,466924.0,116959.0,132574.0,111401.0,133341.0,285507.0,215432.0,133176.0,143222.0,136774.0
2015-09-01,156162.0,244652.0,204263.0,470754.0,116659.0,132859.0,111401.0,133035.0,286519.0,216615.0,132795.0,144595.0,136136.0
2015-10-01,157700.0,245823.0,204572.0,471562.0,114964.0,132220.0,112385.0,132471.0,288613.0,216413.0,133423.0,145094.0,135844.0
2015-11-01,158364.0,249124.0,206293.0,476915.0,116401.0,132916.0,112385.0,133255.0,290685.0,218598.0,133482.0,145608.0,136513.0
2015-12-01,158962.0,250225.0,207315.0,481806.0,116936.0,132950.0,112385.0,131549.0,293496.0,218950.0,133999.0,146015.0,136979.0
2016-01-01,158831.0,252519.0,208050.0,489741.0,114570.0,133204.0,112475.0,131634.0,295893.0,218652.0,132574.0,146612.0,136097.0
2016-02-01,158290.0,252732.0,208301.0,490055.0,114559.0,133083.0,112475.0,129551.0,297843.0,219595.0,135127.0,146486.0,136539.0
2016-03-01,159052.0,256923.0,210224.0,497430.0,116217.0,131630.0,112475.0,131107.0,302466.0,225467.0,134091.0,146575.0,135373.0
2016-04-01,161689.0,256970.0,211282.0,493598.0,115881.0,136500.0,116637.0,131303.0,299958.0,219704.0,134382.0,148291.0,139439.0
2016-05-01,162514.0,261564.0,213723.0,500467.0,117976.0,137497.0,116637.0,133044.0,303474.0,223257.0,136627.0,150491.0,139973.0
2016-06-01,163785.0,264489.0,215668.0,501147.0,120059.0,137892.0,116637.0,134949.0,307427.0,225556.0,138664.0,153265.0,141514.0
2016-07-01,165414.0,267798.0,217970.0,509080.0,120828.0,139906.0,118039.0,136931.0,311400.0,227453.0,138575.0,154637.0,142441.0
2016-08-01,166249.0,268266.0,218261.0,505256.0,119319.0,139750.0,118039.0,135571.0,312319.0,228579.0,137657.0,155878.0,142584.0
2016-09-01,166849.0,270191.0,217952.0,505052.0,118057.0,139624.0,118039.0,135236.0,309748.0,228885.0,137271.0,156425.0,141674.0
2016-10-01,166085.0,269689.0,217098.0,504240.0,117519.0,138036.0,118350.0,134368.0,310316.0,227406.0,138864.0,155872.0,141522.0
2016-11-01,167427.0,270473.0,218146.0,504074.0,118179.0,139331.0,118350.0,135543.0,310189.0,228886.0,138504.0,155806.0,142333.0
2016-12-01,168191.0,273009.0,218965.0,505701.0,119525.0,139179.0,118350.0,132996.0,311517.0,228054.0,138659.0,156416.0,143617.0
2017-01-01,166547.0,272123.0,218655.0,509175.0,115477.0,139003.0,118092.0,133141.0,315255.0,230507.0,138614.0,157285.0,140165.0
2017-02-01,168619.0,274329.0,219696.0,510351.0,117401.0,140482.0,118092.0,130885.0,312371.0,230810.0,138086.0,157750.0,141864.0
2017-03-01,168470.0,272504.0,218812.0,508986.0,115290.0,139230.0,118092.0,131731.0,312789.0,229946.0,139940.0,157178.0,140865.0
2017-04-01,171346.0,276523.0,221891.0,513641.0,118166.0,141652.0,120356.0,135773.0,315949.0,232109.0,141933.0,157897.0,144242.0
2017-05-01,172332.0,279053.0,223502.0,514831.0,120226.0,142498.0,120356.0,136715.0,317693.0,234080.0,139592.0,159154.0,145465.0
2017-06-01,173524.0,280366.0,225265.0,514028.0,121193.0,144298.0,120356.0,138220.0,320765.0,236500.0,142401.0,161503.0,146646.0
2017-07-01,176382.0,284682.0,227919.0,522994.0,121086.0,145880.0,121964.0,142004.0,323510.0,240231.0,143002.0,164094.0,147317.0
2017-08-01,175988.0,284475.0,229074.0,521450.0,122746.0,147268.0,121964.0,141685.0,325527.0,241705.0,144735.0,166279.0,148788.0
2017-09-01,177002.0,285274.0,228519.0,517969.0,120655.0,146802.0,121964.0,139082.0,325029.0,240679.0,145083.0,167464.0,148653.0
2017-10-01,177222.0,285404.0,228484.0,515752.0,121660.0,146383.0,122649.0,139591.0,324496.0,242236.0,146794.0,167619.0,147677.0
2017-11-01,177154.0,284088.0,227618.0,509894.0,120275.0,146851.0,122649.0,140834.0,322627.0,240656.0,144972.0,167113.0,147857.0
2017-12-01,178086.0,285947.0,228837.0,510491.0,123106.0,147837.0,122649.0,139761.0,323152.0,240621.0,145617.0,167747.0,149125.0
2018-01-01,177732.0,285873.0,227594.0,513622.0,117478.0,144796.0,123302.0,141353.0,323399.0,243733.0,144990.0,167696.0,146727.0
2018-02-01,180294.0,285219.0,228471.0,511574.0,119630.0,146586.0,123302.0,140480.0,323799.0,242054.0,145068.0,168618.0,146544.0
2018-03-01,177993.0,283450.0,226996.0,505683.0,117354.0,144823.0,123302.0,139202.0,322289.0,241882.0,145837.0,168120.0,147271.0
2018-04-01,180334.0,284595.0,228855.0,510925.0,121414.0,146818.0,125009.0,142832.0,323777.0,241533.0,145412.0,169472.0,148179.0
2018-05-01,181826.0,285156.0,229845.0,512244.0,121896.0,147799.0,125009.0,143019.0,324252.0,242381.0,146531.0,170003.0,150166.0
2018-06-01,182243.0,286389.0,231277.0,513792.0,121148.0,149186.0,125009.0,144308.0,327114.0,243801.0,148527.0,171756.0,151054.0
2018-07-01,184142.0,290809.0,234127.0,518923.0,124172.0,151077.0,127398.0,146056.0,329558.0,247941.0,150195.0,173488.0,152499.0
2018-08-01,185470.0,290907.0,234731.0,513384.0,123349.0,151772.0,127398.0,146404.0,330535.0,249459.0,152466.0,174413.0,154445.0
2018-09-01,186856.0,289461.0,234380.0,510167.0,123205.0,151750.0,127398.0,145738.0,329521.0,249819.0,151747.0,175765.0,152649.0
2018-10-01,184561.0,289927.0,233916.0,513927.0,123712.0,152467.0,129427.0,145816.0,326923.0,247946.0,152401.0,175916.0,152245.0
2018-11-01,185825.0,290306.0,233144.0,507814.0,121948.0,151860.0,129427.0,143919.0,325704.0,247975.0,151646.0,176447.0,151982.0
2018-12-01,184588.0,287775.0,232616.0,506642.0,121760.0,151471.0,129427.0,142681.0,323540.0,247636.0,153612.0,176836.0,152603.0
2019-01-01,184148.0,285588.0,230974.0,503232.0,118687.0,150205.0,128168.0,144124.0,324657.0,245759.0,150122.0,176255.0,150919.0
2019-02-01,183910.0,286748.0,230772.0,498951.0,117822.0,150818.0,128168.0,141355.0,322509.0,246349.0,150566.0,176856.0,149924.0
2019-03-01,183521.0,283751.0,229408.0,496910.0,117948.0,149518.0,128168.0,143985.0,319521.0,244233.0,151406.0,175327.0,151324.0
2019-04-01,184470.0,284922.0,230994.0,502664.0,121919.0,150992.0,129613.0,145110.0,321318.0,244108.0,152875.0,175571.0,152328.0
2019-05-01,184812.0,285640.0,231245.0,496339.0,121907.0,152604.0,129613.0,145709.0,320650.0,243728.0,153038.0,175469.0,152676.0
2019-06-01,184910.0,285274.0,232112.0,503716.0,122531.0,152440.0,129613.0,146925.0,323255.0,243886.0,154250.0,176245.0,154041.0
2019-07-01,186307.0,288264.0,234587.0,512265.0,122847.0,154588.0,132336.0,148942.0,324982.0,249181.0,155700.0,176786.0,155294.0
2019-08-01,188104.0,287428.0,235298.0,506081.0,124357.0,156053.0,132336.0,148383.0,325154.0,249320.0,159275.0,177976.0,155819.0
2019-09-01,187643.0,288709.0,235691.0,510810.0,124808.0,155419.0,132336.0,149037.0,326204.0,249763.0,155676.0,179414.0,155723.0
2019-10-01,187487.0,287808.0,234940.0,506016.0,122347.0,155204.0,132623.0,148150.0,324716.0,249635.0,157444.0,179733.0,156458.0
2019-11-01,187649.0,285806.0,234020.0,501829.0,122515.0,154553.0,132623.0,146779.0,324631.0,247600.0,159560.0,179280.0,155187.0
2019-12-01,187279.0,287478.0,234237.0,512959.0,122342.0,153685.0,132623.0,144623.0,323702.0,247416.0,157588.0,178488.0,155920.0
2020-01-01,187868.0,285803.0,234049.0,509527.0,120484.0,153141.0,133173.0,147731.0,324130.0,248521.0,154532.0,179060.0,154883.0
2020-02-01,186308.0,285943.0,232955.0,507956.0,120149.0,153325.0,133173.0,143944.0,320582.0,247281.0,157134.0,178387.0,154695.0
2020-03-01,188446.0,285012.0,235204.0,516654.0,121391.0,155025.0,133173.0,144948.0,325604.0,250417.0,158163.0,177824.0,155643.0
2020-04-01,187949.0,287501.0,232657.0,509754.0,116581.0,152528.0,133286.0,146059.0,327607.0,247576.0,151534.0,175618.0,150730.0
2020-05-01,187382.0,287030.0,233673.0,506613.0,121101.0,152857.0,133286.0,147150.0,323236.0,247280.0,154054.0,177295.0,155276.0
2020-06-01,191136.0,288667.0,236731.0,513833.0,122678.0,157055.0,133286.0,149474.0,324453.0,250343.0,158488.0,178914.0,158072.0
2020-07-01,193004.0,289067.0,239080.0,517966.0,123730.0,159413.0,136013.0,148755.0,328205.0,254397.0,159465.0,182208.0,158824.0
2020-08-01,193470.0,292992.0,241511.0,523954.0,124454.0,161286.0,136013.0,148875.0,331902.0,255918.0,163805.0,182927.0,160951.0
2020-09-01,194142.0,296829.0,243733.0,528003.0,127530.0,162250.0,136013.0,154532.0,334430.0,260328.0,160994.0,183383.0,161730.0
2020-10-01,196846.0,295661.0,245090.0,520515.0,127455.0,165484.0,139563.0,156874.0,334997.0,262275.0,166597.0,184362.0,164114.0
2020-11-01,199379.0,296868.0,247749.0,529444.0,129955.0,166199.0,139563.0,157849.0,339278.0,263680.0,168781.0,185557.0,167676.0
2020-12-01,201798.0,300749.0,250168.0,529060.0,131490.0,169085.0,139563.0,156254.0,340233.0,266843.0,171640.0,188245.0,168778.0
2021-01-01,202133.0,298036.0,249890.0,529101.0,132623.0,170526.0,141087.0,157866.0,337566.0,263614.0,169842.0,190535.0,170388.0
2021-02-01,204514.0,299321.0,251309.0,525153.0,133797.0,173134.0,141087.0,155612.0,337619.0,264702.0,168438.0,193382.0,171334.0
2021-03-01,205588.0,301495.0,254407.0,534311.0,136174.0,175992.0,141087.0,160963.0,342322.0,268671.0,173661.0,196264.0,172745.0
2021-04-01,202601.0,298764.0,250703.0,523423.0,133960.0,172587.0,146044.0,154719.0,339163.0,265562.0,171658.0,197014.0,169361.0
